chain,target,leader,overall,lead_beta,lead_t,lead_p,over_beta,over_t,over_p,joint_b1,joint_t1,joint_p1,joint_b2,joint_t2,joint_p2,verdict
G000,G000中下游,GA00,整體G000,0.09821282160957846,1.7944533088209318,0.07274084471558513,0.11013403351702762,0.8983970354544801,0.36897391640149424,0.12804324651387936,1.799088456017137,0.07200468943519577,-0.09994289431119496,-0.6321760733638804,0.5272718301074325,皆不顯著
G000,xind,GA00,整體G000,0.10233699056943181,1.9003527259057447,0.05738684634499778,-0.06220770788316772,-0.6738996743180015,0.5003750991983681,0.13959984270984907,2.276253208948669,0.022830858902301295,-0.1624520977316288,-1.5498998875813228,0.12116554665114404,✓ leader 主導
P000,P000中下游,P200+P600,整體P000,0.08885167171455553,2.7175065093256885,0.00657758615531064,0.2460209426650537,1.2830612580319978,0.19947061545283762,0.08628239352714621,2.452793596143482,0.014175164931625274,0.03641666940309228,0.17683238966148837,0.8596400466824884,✓ leader 主導
P000,P000中下游,P200,整體P000,0.04478601376546507,1.9571233926426104,0.05033296275429921,0.2460209426650537,1.2830612580319978,0.19947061545283762,0.040576305895422014,1.5037091382976537,0.13265627523067214,0.06658845167144567,0.29446972830553975,0.7683989918086512,皆不顯著
P000,P000中下游,P600,整體P000,0.04313596153514415,1.936407147331306,0.05281785479894943,0.2460209426650537,1.2830612580319978,0.19947061545283762,0.04169953630044784,1.8769393996105503,0.06052640006389966,0.22782059769674745,1.1919461885643141,0.23328234572728535,皆不顯著
P000,xind,P200+P600,整體P000,0.06209241413397811,1.7191727305605113,0.08558292464191612,-0.07528962540291888,-0.9823729818113077,0.3259161318325463,0.10867720310403692,2.466932036889506,0.013627622018716127,-0.17751007508251304,-1.9292439043974512,0.053700590044896204,✓ leader 主導
