date,n,long,short,long_ret,short_ret,ls
2021-05-31,22,"1000,2000,6000,H000,M000,O000,S000","3000,4100,5800,C100,C200,D000,V000",-0.07697301322748298,-0.05179270170331719,-0.02518031152416579
2021-06-30,22,"5800,C100,C300,C400,M000,N000,V000","2000,4100,6000,F000,G000,H000,I000",0.031646176006589415,0.037539653952606104,-0.00589347794601669
2021-07-31,22,"2000,4100,C100,D000,H000,I000,S000","1000,5400,5800,6000,C300,C400,O000",-0.002599376246875941,-0.0037827940914311247,0.0011834178445551836
2021-08-31,22,"4100,5800,6000,C200,D000,G000,H000","1000,2000,C100,C300,C400,P000,S000",-0.0019484772362861249,-0.0036131897287099393,0.0016647124924238144
2021-09-30,22,"5800,C100,C400,M000,N000,O000,S000","2000,3000,6000,D000,F000,I000,V000",0.006739721774893368,0.002779774495124892,0.003959947279768476
2021-10-31,22,"1000,4100,6000,C300,N000,O000,S000","3000,5800,C400,D000,G000,I000,P000",0.005875897195627527,0.017781156202350736,-0.01190525900672321
2021-11-30,22,"3000,4100,5800,C200,D000,G000,I000","1000,2000,C400,N000,O000,S000,V000",0.03447443552127617,0.014343266351091186,0.02013116917018499
2021-12-31,22,"4100,5800,D000,F000,G000,H000,I000","1000,6000,C400,N000,O000,S000,V000",0.07543472365512205,0.05140648636215488,0.024028237292967172
2022-01-31,22,"5400,6000,C100,F000,G000,I000,S000","2000,5800,C400,D000,N000,O000,V000",-0.05964163587486183,-0.05137123897507636,-0.008270396899785468
2022-02-28,22,"1000,C300,M000,N000,O000,P000,V000","2000,4100,D000,F000,G000,H000,I000",0.030878448609205005,0.012923002302558769,0.017955446306646236
2022-03-31,22,"C400,D000,M000,N000,P000,S000,V000","1000,2000,3000,4100,C200,C300,G000",0.01378964247760636,0.03910008798844484,-0.025310445510838477
2022-04-30,22,"1000,4100,6000,D000,O000,P000,S000","3000,5800,C100,C200,F000,H000,N000",-0.04643276113989486,-0.007338114513866177,-0.039094646626028684
2022-05-31,22,"C100,C300,C400,M000,N000,O000,V000","2000,4100,5800,D000,F000,G000,H000",-0.024485681698143795,0.017425268041765984,-0.041910949739909775
2022-06-30,22,"3000,4100,D000,F000,G000,N000,P000","1000,2000,6000,C100,C300,C400,M000",-0.050054749930315966,0.008032386409404438,-0.0580871363397204
2022-07-31,22,"C100,C200,C300,C400,O000,P000,V000","4100,5800,6000,D000,F000,I000,S000",0.021654128240117008,0.041185133263963024,-0.019531005023846016
2022-08-31,22,"3000,5400,5800,C200,C300,F000,I000","2000,C100,D000,H000,N000,O000,S000",0.06257768966721759,0.07171186581891731,-0.009134176151699716
2022-09-30,22,"3000,4100,6000,C100,C200,C300,C400","1000,2000,5800,M000,N000,O000,S000",-0.08800034587320052,-0.058726927653477576,-0.029273418219722944
2022-10-31,22,"5400,C300,M000,N000,O000,P000,V000","1000,4100,5800,C100,D000,H000,I000",-0.042634219914442224,-0.039169162254580524,-0.0034650576598617006
2022-11-30,22,"2000,5400,5800,6000,N000,O000,S000","3000,4100,C100,C300,C400,I000,P000",0.07196684204946832,0.09821804853471647,-0.026251206485248146
2022-12-31,22,"4100,5800,C100,C400,D000,F000,I000","2000,6000,C200,C300,M000,N000,V000",-0.0001459473196796007,0.015701462524998683,-0.015847409844678282
2023-01-31,22,"5800,C100,C200,C300,C400,S000,V000","4100,D000,G000,H000,I000,N000,O000",0.010043264302949089,0.030995239092018696,-0.020951974789069606
2023-02-28,22,"1000,2000,4100,D000,I000,S000,V000","3000,C100,C300,C400,H000,M000,O000",0.09945448635701236,0.04415821804273245,0.05529626831427991
2023-03-31,22,"1000,5400,6000,C100,C200,C300,D000","2000,4100,C400,M000,N000,O000,V000",0.02954196312301063,0.034465387241913316,-0.0049234241189026855
2023-04-30,22,"4100,5400,6000,D000,F000,I000,P000","1000,2000,C100,C300,H000,O000,V000",0.05702547217944215,0.05237749069216886,0.004647981487273287
2023-05-31,22,"1000,2000,5400,C300,C400,F000,S000","3000,4100,5800,6000,C200,D000,V000",0.030767096929871295,0.055199677718595304,-0.02443258078872401
2023-06-30,22,"3000,4100,5400,C200,D000,F000,S000","1000,6000,C300,M000,N000,O000,V000",0.04559650922193994,0.04889180423443573,-0.0032952950124957928
2023-07-31,22,"2000,5400,6000,C200,F000,P000,S000","C300,C400,D000,H000,M000,N000,O000",0.034294550194803916,-0.00205331762478607,0.036347867819589985
2023-08-31,22,"2000,5400,5800,6000,F000,H000,I000","C100,C300,C400,N000,O000,P000,V000",-0.012830489752180365,-0.02295999802420546,0.010129508272025094
2023-09-30,22,"4100,5800,6000,C100,G000,H000,V000","1000,2000,5400,C300,M000,O000,P000",-0.013352394628340775,-0.013441797782917467,8.940315457669178e-05
2023-10-31,22,"3000,6000,C400,D000,H000,I000,N000","1000,2000,4100,5400,C100,C300,V000",-0.045038857473568,-0.02400152388543395,-0.02103733358813405
2023-11-30,22,"5800,6000,C100,D000,I000,O000,V000","1000,2000,C300,C400,F000,P000,S000",0.0805666899469913,0.07914412236298753,0.0014225675840037755
2023-12-31,22,"4100,5400,5800,6000,D000,F000,I000","C100,C300,C400,M000,N000,O000,V000",0.019497248433160634,0.004744345302364957,0.014752903130795678
2024-01-31,22,"4100,5400,C400,F000,H000,S000,V000","6000,C100,D000,G000,N000,O000,P000",0.008224420404791362,0.022832066089408316,-0.014607645684616954
2024-02-29,22,"5400,6000,C100,D000,H000,S000,V000","1000,2000,3000,C300,C400,N000,O000",0.07426033395672624,0.03150448420592499,0.042755849750801246
2024-03-31,22,"C200,C400,F000,H000,I000,P000,S000","1000,2000,6000,C300,N000,O000,V000",0.021915981288452673,0.013749872297490112,0.00816610899096256
2024-04-30,22,"1000,2000,3000,C200,P000,S000,V000","6000,C100,C400,D000,H000,N000,O000",0.04434466529614497,0.034645029743625946,0.009699635552519022
2024-05-31,22,"1000,2000,3000,C400,G000,S000,V000","5400,6000,C100,C200,C300,D000,N000",0.024179658959490594,0.03500836708043414,-0.010828708120943543
2024-06-30,22,"3000,5400,D000,F000,H000,I000,P000","1000,2000,6000,N000,O000,S000,V000",0.0473743013069242,0.020100380708245127,0.027273920598679075
2024-07-31,22,"4100,5400,C100,C200,C400,G000,I000","2000,3000,5800,N000,O000,P000,V000",0.006684881784811186,0.007662983426097515,-0.000978101641286329
