n,F_lag1,p_lag1,F_lag2,p_lag2,F_lag3,p_lag3,F_lag5,p_lag5,weight,industry_code,industry_name,src,dst,freq,lags,F_lag4,p_lag4
888,0.9501667350837936,0.3299435167599569,0.5208809817897238,0.5941798310637374,,,,,EW,1000,水泥,中游,上游,W,"1,2,4",0.589285605859873,0.6704730140381144
208,0.00264011105272636,0.9590713954289589,3.0215256493626956,0.050945695509262506,2.2440230584350496,0.08442122430652674,,,EW,1000,水泥,中游,上游,M,"1,2,3",,
4246,5.732234179415861,0.016699439134515194,3.4801744544349047,0.030890073533485513,2.4005401773339416,0.06589575462908323,2.287791852861892,0.043531501401026074,EW,1000,水泥,中游,下游,D,"1,2,3,5",,
888,0.4022398870281417,0.5260988291675393,2.2322379321198715,0.10789453852995695,,,,,EW,1000,水泥,中游,下游,W,"1,2,4",1.4155628574847918,0.2268176984855956
208,2.591250897714531,0.10900175570631897,1.984148035908548,0.14018170794918572,1.1113332792265502,0.34562110882398966,,,EW,1000,水泥,中游,下游,M,"1,2,3",,
4246,1.3168773562631868,0.2512179519049607,1.602637141405796,0.20148677384353358,1.0912929332277292,0.3514181808064893,0.9658885881085255,0.4371796787398634,EW,1000,水泥,下游,中游,D,"1,2,3,5",,
888,1.6007345702142437,0.2061325362216203,7.665802373972104,0.000500519401885409,,,,,EW,1000,水泥,下游,中游,W,"1,2,4",4.257299257899073,0.0020351066351314007
208,3.240914339177433,0.07329786883257937,1.538598163170272,0.21719939623049278,0.9969328655253404,0.39535487368845157,,,EW,1000,水泥,下游,中游,M,"1,2,3",,
4246,6.079647922010476,0.013714094865083886,3.3988321467276648,0.03350334911860787,2.3631312814646606,0.069258713438654,1.5633543574453588,0.16688647901608777,EW,2000,造紙,上游,下游,D,"1,2,3,5",,
888,2.3733248451616435,0.12378179412252649,1.2799974246144732,0.2785545628385758,,,,,EW,2000,造紙,上游,下游,W,"1,2,4",1.6639654013441918,0.1562856804140655
208,4.096373741914458,0.04427939077922521,1.8562500843551717,0.15892614550133422,1.1372653995703066,0.3351433469977681,,,EW,2000,造紙,上游,下游,M,"1,2,3",,
4246,0.37507048214855715,0.5402861372592911,0.2647465779298951,0.7674130893462451,0.2089007117498583,0.8902868642679483,0.2576372634395741,0.9361159861162089,EW,2000,造紙,下游,上游,D,"1,2,3,5",,
888,0.034001510999053845,0.8537458940495682,1.1448534254395277,0.3187435974897696,,,,,EW,2000,造紙,下游,上游,W,"1,2,4",0.9757628946647731,0.41987237866129823
208,4.607901681105596,0.03300542912040166,1.8894238688862273,0.1538337857424929,1.2859920679761419,0.2803601286333723,,,EW,2000,造紙,下游,上游,M,"1,2,3",,
4246,0.013442916229534729,0.9077027363541389,0.20366581542241338,0.8157429133907907,1.2609406467443451,0.286035954600294,1.46711448847563,0.19710890945049678,EW,2000,造紙,上游,中游,D,"1,2,3,5",,
888,0.6340002104539902,0.4261055674925312,2.6276964053318697,0.07281087227181617,,,,,EW,2000,造紙,上游,中游,W,"1,2,4",2.7853822453022827,0.025637925007244163
208,3.490008465690061,0.06317405426142321,1.6477330189091066,0.19507497924090597,1.1011875788758985,0.34979867877412985,,,EW,2000,造紙,上游,中游,M,"1,2,3",,
4246,2.620724252356713,0.10555062837277056,2.470281302125295,0.08468279209959437,2.4577456481092574,0.06105713206825524,1.754591812329373,0.11872732245007084,EW,2000,造紙,中游,上游,D,"1,2,3,5",,
888,0.021290991290198017,0.884022285225577,2.901995772535991,0.055438641103773396,,,,,EW,2000,造紙,中游,上游,W,"1,2,4",1.4950666583440446,0.20164697498581877
208,2.6744558826383527,0.1035121825465004,1.4017631281323262,0.24855844527086124,1.0637518532445338,0.3656002133287309,,,EW,2000,造紙,中游,上游,M,"1,2,3",,
4246,6.5043408928073205,0.010795986764159174,4.5482147574641925,0.010637798309579153,3.275394835817591,0.02019707028647343,2.8723357154361246,0.013574478899864953,EW,2000,造紙,中游,下游,D,"1,2,3,5",,
888,1.8112344944393666,0.1787052618865122,3.505060585054132,0.030464621251573343,,,,,EW,2000,造紙,中游,下游,W,"1,2,4",2.2078261347894275,0.06637699503645408
208,1.1057632756343045,0.2942487963472222,0.6771987637330307,0.5091933975916099,0.5669880528886779,0.6373864360504129,,,EW,2000,造紙,中游,下游,M,"1,2,3",,
4246,3.594557663616499,0.05803695122674621,1.9701755176116824,0.13956003679806586,2.1748099689263687,0.08887004941211639,2.899941455842507,0.012831159669328603,EW,2000,造紙,下游,中游,D,"1,2,3,5",,
888,2.4666668448926223e-05,0.9960383992847038,0.9851842116214213,0.3737813932122722,,,,,EW,2000,造紙,下游,中游,W,"1,2,4",1.3605743789890952,0.24580438634336116
208,1.00603301746739,0.31704332070073155,0.6541142565603514,0.5210054564123487,0.567970213718444,0.6367352390251316,,,EW,2000,造紙,下游,中游,M,"1,2,3",,
4246,0.04114334736787827,0.8392712041075144,1.965831336509831,0.14016706479936752,1.7944465893138697,0.14595976407048095,1.5041955438112682,0.18494295139603353,EW,3000,汽車,上游,下游,D,"1,2,3,5",,
888,1.555723649920524,0.21262279575447043,0.7043268893532657,0.49471946938675493,,,,,EW,3000,汽車,上游,下游,W,"1,2,4",0.426422867668234,0.7896315808535972
208,0.0414714285743033,0.8388336489109832,0.030033509906523002,0.9704173685419308,0.1313668109809625,0.9413350166535323,,,EW,3000,汽車,上游,下游,M,"1,2,3",,
4246,5.05239904736108,0.024643034280368716,2.857675067403769,0.05751265162288909,1.9661578873362755,0.11682859008601967,1.3836853075337354,0.22702182507767518,EW,3000,汽車,下游,上游,D,"1,2,3,5",,
888,0.8722569520387679,0.35058627524171526,0.5493709921783023,0.5775104729103611,,,,,EW,3000,汽車,下游,上游,W,"1,2,4",0.7658773898068305,0.5475617629352838
208,0.05039562889357102,0.822600961724495,0.06477909156529407,0.9372940518799947,0.6862884031046743,0.5613993765211299,,,EW,3000,汽車,下游,上游,M,"1,2,3",,
4246,3.8587653170946257,0.049551922404129256,1.9308053246965213,0.14515888126655282,1.3697514552244496,0.25006196849578327,1.7132788395765535,0.12791929588686604,EW,3000,汽車,上游,中游,D,"1,2,3,5",,
888,1.0507485221944386,0.30561517113234676,0.6533149829705724,0.5205699610403333,,,,,EW,3000,汽車,上游,中游,W,"1,2,4",0.4120833014393292,0.8000204913549037
208,1.288735203844883,0.25761319622207546,0.9797205241914901,0.3772014253217318,1.0101880372068186,0.38929143794737675,,,EW,3000,汽車,上游,中游,M,"1,2,3",,
4246,1.0400503194699937,0.3078679269557744,0.5412207898996534,0.5820774872715823,0.40316458020105467,0.7507354013184279,0.8266227277539498,0.530492800459457,EW,3000,汽車,中游,上游,D,"1,2,3,5",,
888,0.1104395192180173,0.7397230869504533,2.604154014160592,0.07453499134693521,,,,,EW,3000,汽車,中游,上游,W,"1,2,4",1.7410379552295632,0.1388502775655693
208,2.145025758230193,0.1445720014327142,1.5052837352714306,0.22444557700954162,1.75193569118489,0.15770390016160624,,,EW,3000,汽車,中游,上游,M,"1,2,3",,
4246,1.5246864405028933,0.21698006121935892,3.891180846538518,0.02049420099237072,2.7626049041104266,0.040553182006989555,1.91254556049355,0.08886127783498748,EW,3000,汽車,中游,下游,D,"1,2,3,5",,
888,0.8044826156997124,0.37000070500125903,1.5309386188951974,0.2169074722579103,,,,,EW,3000,汽車,中游,下游,W,"1,2,4",2.63129952067151,0.03315233676928636
208,7.16365658896685,0.00804441148763724,4.435215096374177,0.013034754939375375,3.2391702049802076,0.023221118229740722,,,EW,3000,汽車,中游,下游,M,"1,2,3",,
4246,14.868494326058627,0.00011698045363860766,7.640786070263453,0.00048709733681933146,5.203223581803395,0.0013806271590771834,3.435455368130744,0.004226480524446176,EW,3000,汽車,下游,中游,D,"1,2,3,5",,
888,0.014230130842822113,0.9050726199243238,0.10503209480865823,0.9003068989432544,,,,,EW,3000,汽車,下游,中游,W,"1,2,4",1.1246807165814863,0.3434590294976276
208,2.8277799043266687,0.09417655104484725,1.7435083782540577,0.17754031744148543,1.6298592925125572,0.18371356861546354,,,EW,3000,汽車,下游,中游,M,"1,2,3",,
