predictor,WF_n,WF_ann_ret,WF_sharpe,WF_alpha,WF_t_alpha,IS_winner_N,IS_winner_K,IS_full_sharpe,IS_OOS_period_ann_ret,IS_OOS_period_sharpe,IS_OOS_period_alpha,IS_OOS_period_t_alpha
D000,3501,0.16281028386898103,1.2457772476792173,0.07056623195569203,2.195083265806834,20,1,1.3800085248718974,0.1559490575350196,1.4030688096220543,0.09205812252111836,3.1565806624712955
D100,3501,0.16244758319005176,1.2624274907203374,0.07245344303527344,2.225344297478206,20,1,1.438134927204079,0.14387257518046764,1.363217247644485,0.08607246759923078,2.937257726673612
D100+0.5·2330,3501,0.16927761971467098,1.4574627457179525,0.09776998133861581,3.3299502612272156,10,1,1.6475981759491636,0.17684385614706358,1.6664881386343362,0.11848464174533774,4.2459121717739245
