n_periods,ann_ret,ann_vol,sharpe,ann_alpha,t_alpha,beta,win_rate,max_dd,r2,weight,strategy
206,-0.003796628059728906,0.09147085214362106,-0.041506424951280756,0.0036677402344137402,0.17037732353230928,-0.06751946298724654,0.5,-0.37180861700278234,0.023143723756045342,EW,Monthly_CrossChain_LS
4245,0.15535111836328544,0.12601177049572015,1.2328302169880374,0.16449959801008368,5.777136069530712,-0.08829498748745107,0.5215547703180212,-0.19090917492953408,0.01281814670395598,EW,Daily_CrossChain_LS_4
4245,0.07542432722923319,0.07932490610111985,0.9508278160844669,0.0754243272292332,4.194718253403375,0.0,0.4942285041224971,-0.1087492841790858,2.220446049250313e-16,EW,Daily_LongTop4_minusEqual
134,0.0026089527933434707,0.12015541405572143,0.02171315220247656,0.01246015592417199,0.33026009667872236,-0.0769602330869382,0.5223880597014925,-0.3160611452945167,0.008248841749567304,VW,Monthly_CrossChain_LS
2740,0.01220388106340996,0.1471148337337187,0.08295479628858685,0.024972408927237486,0.5368974610974745,-0.09659138348333422,0.48722627737226276,-0.49937736230866114,0.0067774206671832316,VW,Daily_CrossChain_LS_4
2744,0.008889712102378022,0.09006908206351034,0.09869881982487205,0.00888971210237804,0.3322898485179324,0.0,0.48432944606413997,-0.28050765745224604,-2.220446049250313e-16,VW,Daily_LongTop4_minusEqual
