,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,t_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_lag,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,b_now,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio
,1410,1434,1595,2308,2329,2337,2340,2347,2351,2360,2369,2441,2449,2451,2459,2467,2483,2486,3010,3026,3028,3030,3033,3036,3048,3054,3055,3093,3131,3135,3150,3189,3209,3219,3224,3232,3260,3264,3265,3310,3312,3339,3360,3372,3374,3402,3444,3450,3455,3490,3528,3537,3551,3555,3567,3581,3583,3653,3702,3711,4760,4770,4772,4938,4945,4973,5222,5285,5344,5443,5493,5536,6113,6147,6189,6192,6207,6218,6223,6227,6239,6257,6261,6265,6270,6271,6277,6438,6474,6515,6548,6552,6640,6735,6823,6937,7556,7631,7703,7728,7730,7734,7751,7810,7822,7828,8027,8032,8054,8064,8067,8068,8070,8084,8088,8092,8096,8109,8110,8112,8131,8150,8162,8271,8277,8299,1410,1434,1595,2308,2329,2337,2340,2347,2351,2360,2369,2441,2449,2451,2459,2467,2483,2486,3010,3026,3028,3030,3033,3036,3048,3054,3055,3093,3131,3135,3150,3189,3209,3219,3224,3232,3260,3264,3265,3310,3312,3339,3360,3372,3374,3402,3444,3450,3455,3490,3528,3537,3551,3555,3567,3581,3583,3653,3702,3711,4760,4770,4772,4938,4945,4973,5222,5285,5344,5443,5493,5536,6113,6147,6189,6192,6207,6218,6223,6227,6239,6257,6261,6265,6270,6271,6277,6438,6474,6515,6548,6552,6640,6735,6823,6937,7556,7631,7703,7728,7730,7734,7751,7810,7822,7828,8027,8032,8054,8064,8067,8068,8070,8084,8088,8092,8096,8109,8110,8112,8131,8150,8162,8271,8277,8299,1410,1434,1595,2308,2329,2337,2340,2347,2351,2360,2369,2441,2449,2451,2459,2467,2483,2486,3010,3026,3028,3030,3033,3036,3048,3054,3055,3093,3131,3135,3150,3189,3209,3219,3224,3232,3260,3264,3265,3310,3312,3339,3360,3372,3374,3402,3444,3450,3455,3490,3528,3537,3551,3555,3567,3581,3583,3653,3702,3711,4760,4770,4772,4938,4945,4973,5222,5285,5344,5443,5493,5536,6113,6147,6189,6192,6207,6218,6223,6227,6239,6257,6261,6265,6270,6271,6277,6438,6474,6515,6548,6552,6640,6735,6823,6937,7556,7631,7703,7728,7730,7734,7751,7810,7822,7828,8027,8032,8054,8064,8067,8068,8070,8084,8088,8092,8096,8109,8110,8112,8131,8150,8162,8271,8277,8299,1410,1434,1595,2308,2329,2337,2340,2347,2351,2360,2369,2441,2449,2451,2459,2467,2483,2486,3010,3026,3028,3030,3033,3036,3048,3054,3055,3093,3131,3135,3150,3189,3209,3219,3224,3232,3260,3264,3265,3310,3312,3339,3360,3372,3374,3402,3444,3450,3455,3490,3528,3537,3551,3555,3567,3581,3583,3653,3702,3711,4760,4770,4772,4938,4945,4973,5222,5285,5344,5443,5493,5536,6113,6147,6189,6192,6207,6218,6223,6227,6239,6257,6261,6265,6270,6271,6277,6438,6474,6515,6548,6552,6640,6735,6823,6937,7556,7631,7703,7728,7730,7734,7751,7810,7822,7828,8027,8032,8054,8064,8067,8068,8070,8084,8088,8092,8096,8109,8110,8112,8131,8150,8162,8271,8277,8299
2012-04-30,-0.05737510813563831,-1.6934147842696459,,-2.7832163840091697,-2.0395418162458747,-2.494250686562517,1.833490653045282,-1.0612800818719423,0.5279978546715616,-0.4386204282026955,0.08783804327942502,-2.3833375928764466,-2.3383752082641025,-2.2972714800533285,0.06749136074379397,-0.053693282486298115,-1.5211815781554376,-1.0145961565372887,0.18069354778879068,-1.8905412573094333,-0.862331713990024,-0.8097273077934168,-0.5272412906492082,-0.49241877838085507,-0.9257210774297211,-0.11732668860803122,-0.4862317260494292,1.7855160973105484,,,,-1.1375755268053631,-0.5932509445219151,-0.4857810734511254,0.5883882066119689,0.4318865226198051,1.0821637544975216,-1.5835654267181154,-1.014366865801924,-1.363592247358654,0.6583530888898517,-0.3200265050801512,1.231778930174283,0.04050707537671358,,1.312272968813793,-1.0033850406477214,0.47303979259460827,-1.3047479417000163,0.8356495604939191,,,0.39917545036168495,,,,,,-0.6178079710954483,,,,,,,,,,-0.5565881275715618,-0.5555055725293034,-0.5598305674560353,,-1.4899586670135985,-0.08606725420347118,0.691147512071466,-0.31090865692045183,-0.2244705364670179,-1.0296437196794663,0.28734815079143033,0.3302915371806703,-2.1537108949568124,-0.4859882061142857,-0.3148039248122977,-0.8444918527711253,1.9784131823975615,1.1395688056758289,0.8328622094997964,,,,,,,,,,,,,,,,,,,,,1.1422942080756684,-1.0465654259263615,-0.9679673789972882,0.7674406694053779,0.10807339112376654,0.5732277347752884,-0.34200846957155845,-0.31356520035874536,-1.3402966221044836,1.3751885574024587,-0.8857131520935823,0.398022793331067,0.36733898826801414,-0.1279707309978104,,,,0.9731035924837942,-1.4705538826856461,-0.003810340769826681,-0.07892236560130611,,-0.15091429362484343,-0.13041460996417512,-0.12554155296053507,0.10366102624647816,-0.0639461273461359,0.03145572389948616,-0.02660217499893362,0.004684057823663637,-0.1085835032332611,-0.1254539050300322,-0.13108376980378586,0.0026327524067978184,-0.0022146107824219064,-0.05872803168721678,-0.056997613585155225,0.008193710221447261,-0.07407048316855917,-0.0381456611736883,-0.04953338493906096,-0.019324653481359155,-0.025219408034273246,-0.04617895453605097,-0.00932105451673345,-0.023141725164786145,0.09990167437949407,,,,-0.06993541209980153,-0.03068197948114215,-0.03344866235689573,0.037108603140856074,0.03597211498792531,0.08089813039745755,-0.08718275345261506,-0.05860154619356287,-0.146335111536857,0.04089360436896034,-0.01975644929912493,0.08103847114656729,0.0025185488184337685,,0.07478085727267804,-0.08355828435976617,0.029852242652725874,-0.1092005067193235,0.05311791657724481,,,0.02223807198379442,,,,,,-0.041406498791140715,,,,,,,,,,-0.0467096112018911,-0.04027411496367627,-0.03556847056470048,,-0.10573065480498256,-0.00515772926012034,0.02746908031614523,-0.018571923217265723,-0.011822555671638441,-0.054199953391110174,0.0187407656337417,0.01478894491001462,-0.13031854401006257,-0.028005681725365494,-0.016466177084181785,-0.04922393697157364,0.10800521100633603,0.0898629550611614,0.045164189810348254,,,,,,,,,,,,,,,,,,,,,0.06668060126767882,-0.07404565469331974,-0.06718783312366777,0.05962320083549229,0.009493738939623984,0.03147099447673241,-0.025889906120476418,-0.023941520172521186,-0.09462101886009114,0.08573489900936707,-0.03999684056408179,0.022260901784349,0.02431415312495919,-0.00921884537424644,,,,0.09148198181029621,-0.1071266387168317,0.415466703176529,0.38337946314103694,,0.4258178084597551,0.7315111035432322,0.7661237124769098,0.8817080683922779,0.6018298527922201,0.7427190792995817,0.5586724940514077,0.8426326982332837,0.5880594377649224,0.8038842480924181,0.7539428157659469,0.5492600021561833,0.5133781885223232,0.4178474414299028,0.8812676461236693,0.5554794269842366,0.6322092995284373,0.5331959751528947,0.7089362529059504,0.4737879726392133,0.7325833557222551,0.5336523607777722,0.5046182421238083,0.5773065552034921,0.4643305490574541,,,,0.8279716916514812,0.5036472795520979,0.419576448185284,0.36133957756236956,0.29009761387899874,0.8488293711673294,0.7639257350493879,0.7978630304289808,0.3519512850245231,0.6201067801212162,0.8451142473776466,0.46915993744670154,0.7742442033488306,,0.5683381056492394,0.5936796793877344,0.917007499213836,0.6348636624397801,0.6441498125183368,,,0.5661441736513184,,,,,,0.7940221411526829,,,,,,,,,,0.5242918486217748,0.7827016725972054,0.4655654240586034,,0.47496277320632013,0.8146359664377502,0.47543622249183337,0.502545428627356,0.5386068945111839,0.5200351601008006,0.8250732846921308,0.37822915878264735,0.6550302352757048,0.7689038415410434,0.8435542868405422,0.4588339742626899,0.5685471461128083,0.8358429020104746,0.5330485639449403,,,,,,,,,,,,,,,,,,,,,0.5071402417007679,1.1602754692157886,0.6719897469761507,0.455562701706598,0.7625321459404777,0.5860430041221639,0.4642787432953766,0.8194432783256141,0.34181089409702525,0.7610791107947332,0.44040380801416595,0.8080569601344939,0.7520521760703437,0.6765883525440487,,,,0.772620033909928,1.1873172603286586,-0.009171230186905478,-0.20585965913430343,,-0.3544104793801893,-0.17828110787721985,-0.16386590170229037,0.1175684219783715,-0.10625283383576704,0.04235211505425491,-0.04761676166660489,0.005558837003933653,-0.18464715683496521,-0.15605966322605375,-0.17386433965898992,0.004793271668176539,-0.004313799908009938,-0.14054897999673135,-0.0646768479880818,0.014750699708055584,-0.11716133126135299,-0.07154153998021079,-0.06987001262246383,-0.0407875560321046,-0.03442530851579257,-0.08653377728667291,-0.018471497339262906,-0.04008567884116443,0.2151520604928639,,,,-0.08446594588313473,-0.06091957750358179,-0.07972006651365922,0.10269731146306797,0.1240000374595617,0.09530552681772146,-0.11412464517506886,-0.07344812826088086,-0.41578229079817314,0.06594606877377894,-0.023377252673740086,0.1727310127706153,0.0032529127212581185,,0.13157811614136333,-0.14074641134077617,0.032553978760608435,-0.1720062324872495,0.08246205392745141,,,0.03927987431252907,,,,,,-0.05214778863852695,,,,,,,,,,-0.08909085907911475,-0.051455256036487575,-0.07639843666788981,,-0.2226082985224907,-0.006331330155571353,0.0577765828867132,-0.03695571018921167,-0.021950249415889998,-0.10422363245709072,0.02271406186752812,0.03910048859694928,-0.1989504254795368,-0.036422866179516386,-0.019519996923795375,-0.10728049737527094,0.18996702691197076,0.10751177625007248,0.08472809583446014,,,,,,,,,,,,,,,,,,,,,0.13148355382735122,-0.06381730602592675,-0.09998342002389556,0.13087814391330965,0.012450280280203497,0.05370082784943903,-0.05576371198197442,-0.02921681195731009,-0.2768227124827459,0.11264912910280911,-0.09081856204748179,0.027548678970160556,0.032330407249144044,-0.01362548636786687,,,,0.11840487923584075,-0.09022579077741885
2012-05-31,-0.12689560656763949,-1.66610494598062,,-2.8223211915780704,-1.9816788693868055,-2.64058992162982,1.739980230812679,-0.9463563739781012,0.577662790549407,-0.4199455341040679,0.16568277232094025,-2.24348544915375,-2.2602528574776266,-2.2308697757989986,0.2555505926381081,-0.030400112191880675,-1.4547895302945588,-0.9707397709122687,0.13839216344058583,-1.7675128922886962,-0.822977368660836,-0.8326652833506204,-0.5709481637469642,-0.6444541912736913,-1.0164894457797709,-0.22877386437446656,-0.514824610157274,2.000450129772482,,,,-1.0857606023593642,-0.5376262196696038,-0.5807105499962925,0.4612971087870768,0.32565235782161533,1.17926781541287,-1.4397508978377573,-0.946920642606454,-1.456534239688802,0.32942932904293015,-0.24617453065961165,1.185466314944392,0.10845136035912387,,1.0601987116775886,-1.0398167593295848,0.49327793639582795,-1.3586289880400342,0.8295004691855241,,,0.4084572589306193,,,,,,-0.6804183274151999,,,,,,,,,,-0.4766655469302026,-0.48949106904499096,-0.5738283525488835,,-1.3427162612056298,-0.0824969267865535,0.7255690587663165,-0.3135975287109984,-0.28863194501653594,-0.9244219815706229,0.2742613311197656,0.42332277331483853,-1.9678215705771065,-0.25372879869031184,-0.24598782504017228,-0.8179318354789309,1.930494903469829,1.1410792381752695,0.8451128546396262,,,,,,,,,,,,,,,,,,,,,1.0930868531208526,-1.2448908098004627,-0.9281644344079962,0.8963098796915642,-0.057295601552102456,0.6065307018070418,-0.5002419103073444,-0.26540867735589757,-1.3811251677991432,1.4511362974782025,-0.9393920799749075,0.40152323025270964,0.5204200043285221,-0.14036701433508306,,,,1.047406590287889,-1.239697186793547,-0.008466441797784675,-0.0784157107034364,,-0.1544618653510118,-0.12753314350530634,-0.13395077008014736,0.09911679252642125,-0.05722673644016446,0.03435096793966661,-0.025616793383816172,0.008896655433131935,-0.10325793963615071,-0.12228918193787039,-0.12764750325916843,0.009934579386565822,-0.0012631581773558608,-0.05642832818961806,-0.05524596989822222,0.006314995358539652,-0.06952312308906525,-0.0365285286866931,-0.05129892707256611,-0.02112132442556875,-0.03313584131581391,-0.05101426270313311,-0.018339832209141368,-0.02472266825543747,0.11325273856243452,,,,-0.06732444879183694,-0.027785058011721823,-0.0403813234096709,0.02928212446815729,0.027644521096648698,0.0886915242649472,-0.0798531922648699,-0.054810819155274415,-0.15514849666242558,0.02045702523811384,-0.015306344789769789,0.0779392000725715,0.006792720979507905,,0.06020723330422084,-0.08594999605137164,0.03130980674610389,-0.1136204437669732,0.05259575499586108,,,0.02259123014852101,,,,,,-0.04588585661053933,,,,,,,,,,-0.04018033513931702,-0.0355866388857148,-0.036546254771789986,,-0.09529882337635347,-0.0049868798342311005,0.028974297892820234,-0.01886741572639276,-0.015275558346749324,-0.04905673814528034,0.017979465038091842,0.019027526229847165,-0.12045052659045617,-0.014355462478781984,-0.012980857421528975,-0.048122814834977566,0.10618057223836357,0.08962321250251584,0.046066232317641106,,,,,,,,,,,,,,,,,,,,,0.06421537038180611,-0.0887690743386179,-0.06493889637351433,0.06997964452248416,-0.005040780774979353,0.03354870645161383,-0.03811144423693345,-0.020372877830754543,-0.09804226566733959,0.09096079619826043,-0.042654675575763135,0.02258978118507471,0.0345949030669095,-0.010053377854220558,,,,0.09934729006473512,-0.09127374803800131,0.4178234278234223,0.3821988753271244,,0.4363949797337726,0.731685770342452,0.7732184365431971,0.8870066248247644,0.5988095541626856,0.7471564548974854,0.5597705002833974,0.8455935460836477,0.5842114796537372,0.8006189580051465,0.74827463770169,0.5508512340021855,0.5136444265651127,0.4206240033304658,0.889834704685852,0.5570497887800615,0.6301660435409161,0.5337787310171925,0.7101019900019896,0.47239023649204903,0.7300841309152248,0.535092691293683,0.5070851111172505,0.5765887874551274,0.4609713828715428,,,,0.8320246469895722,0.5039841376595119,0.4160467791951077,0.3579757773357611,0.29549243349158294,0.8576337059615139,0.7645253056457978,0.7997377530727492,0.35798651194035624,0.6170915959115031,0.8528991174696966,0.4636560975008867,0.7778863478904335,,0.5677729483050005,0.5890918364286478,0.919554518904909,0.6490306071737455,0.6355661983374552,,,0.5646565857603615,,,,,,0.7934637789327804,,,,,,,,,,0.5290997895233036,0.7843039109669105,0.4651983812691941,,0.48241714982099876,0.8186591169585279,0.4729533981001433,0.5056627032144322,0.5419913639875619,0.5188317045410363,0.8291664449344283,0.37471111852653494,0.6589829909476493,0.769229316934953,0.8395017192657676,0.46340054380730344,0.5693270264386024,0.8443467216845946,0.5338456597111915,,,,,,,,,,,,,,,,,,,,,0.5048902975876655,1.1596793125964684,0.6672465237702864,0.4528147086480655,0.7625831773267652,0.589418346296675,0.4716370853611433,0.8253361570771854,0.3404311624944085,0.7707151210524953,0.44103859767765746,0.8048997790427991,0.7518601256657884,0.6788986538912941,,,,0.7767070314933474,1.1934521826134754,-0.020263205062217585,-0.20516991484163924,,-0.35394968440114255,-0.17430042878326965,-0.17323794124593922,0.11174301268155984,-0.09556750730235845,0.04597560218412325,-0.04576302854624717,0.010521195998167967,-0.17674753617876834,-0.15274330031176242,-0.17058910836699623,0.01803495893870759,-0.002459207405019385,-0.1341538470054568,-0.06208565434377647,0.011336500768395381,-0.11032508622396309,-0.06843384077346565,-0.07224163260325799,-0.04471160238707485,-0.045386332769999,-0.09533724443104791,-0.036167167615577554,-0.042877469686074136,0.2456827967431424,,,,-0.08091641159361078,-0.055130818483206334,-0.09705957461753076,0.08179917838600657,0.09355407436324811,0.10341422410108402,-0.10444806950819968,-0.06853599063528076,-0.4333920175413612,0.033150711132108136,-0.01794625469326227,0.16809700226669066,0.008732279462069528,,0.10604103891169939,-0.14590254139734987,0.03404888574022834,-0.17506176520972147,0.08275417278867819,,,0.04000879599783621,,,,,,-0.05782980626066691,,,,,,,,,,-0.0759409395636271,-0.0453735323617635,-0.07856058026702793,,-0.1975444351671871,-0.006091521771306101,0.06126247957877069,-0.037312255000131606,-0.0281841360614371,-0.09455231381566478,0.021683782728947366,0.05077918772378179,-0.18278245151250794,-0.018662136456242085,-0.015462573957420955,-0.10384712637494994,0.18650190015143137,0.10614503520983003,0.08629129314746657,,,,,,,,,,,,,,,,,,,,,0.12718677837269435,-0.0765462256456641,-0.09732369380746433,0.15454366473963946,-0.006610138965627076,0.056918327470464554,-0.08080671647724787,-0.024684339412564076,-0.2879943920202955,0.11802129439739495,-0.09671415563256035,0.028065334061762166,0.04601241891405661,-0.01480836321680248,,,,0.12790831811284567,-0.07647876418318322
2012-06-29,-0.10297572941641069,-1.6145561185784725,,-2.847004490853536,-1.8241517533674136,-2.516435954666341,1.7156285345358608,-0.8676123491333334,0.7962721075388592,-0.5851013787137482,0.13670120477411,-2.2399204741159187,-2.0835705581221693,-2.0843977205713715,0.2505926670107477,-0.11182922431749164,-1.5258933570981927,-1.0115544735721327,0.34282784632530083,-1.61072687491771,-0.6610525680939231,-0.8282018220570881,-0.48085343225242183,-0.691918512637443,-1.1849334888098537,-0.38080403355306675,-0.4351645891031672,1.9684513596280413,,,,-1.02887410069997,-0.35598650874342525,-0.3697548002035548,0.5163121919913608,0.34176621825227405,1.2146728897612014,-1.3229620383733511,-0.7387863424436089,-1.3792728548918083,0.1846248013485566,-0.32452046769116527,1.0859734401965433,0.23088041724738606,,1.0022900036230702,-1.0208400992203723,0.461315379938848,-1.3804119412106644,0.8156449675080925,,,0.4215023323562568,,,,,,-0.7435470971597645,,,,,,,,,,-0.4563466362679918,-0.3712756854863784,-0.5974841606052638,,-1.4042132042055124,-0.1768994016875878,0.7025649879811723,-0.5330092354233443,-0.1433133560959394,-0.8674219505994715,0.504820627814949,0.5030121597915014,-2.0235698500874086,-0.4878491374413006,-0.3612672125624599,-0.7598147995226929,2.0132092943510167,1.1324385273014095,0.8316168289526467,,,,,,,,,,,,,,,,,,,,,0.9746881223180403,-1.1897183526082522,-0.9508865068117784,0.7665279264676254,0.03064225044276633,0.604219540209466,-0.4704649875670091,-0.18624777986407273,-1.4647657735401447,1.5619264299709625,-1.0894323641671873,0.3317251114225395,0.6711087248285091,-0.10883857905674267,,,,1.1556650211779027,-1.0924521957580853,-0.006951175082173769,-0.07655592794114156,,-0.1562256290833239,-0.1175388632025475,-0.12886652555945194,0.09830905191683459,-0.0529707460797835,0.047776579949949494,-0.035889765993926744,0.007395469252515568,-0.104131928583506,-0.11411949749893285,-0.11994456585478258,0.009863330426411987,-0.004695863576674015,-0.05979085290363824,-0.057875799980481236,0.01574411877399511,-0.06399302414253258,-0.029631076613350096,-0.051577342899303116,-0.017948069432055753,-0.03581497908584352,-0.0597613771578618,-0.03043906415173096,-0.02113096759569551,0.11226377509164016,,,,-0.06431980272857549,-0.018415809994684857,-0.025967653804871836,0.0331545808988277,0.02924776516739059,0.09210414171230695,-0.07385549373386639,-0.042871076749622566,-0.14670000968182495,0.011556221393560308,-0.020297836248998377,0.07181863286954215,0.01453537387307367,,0.0574107800530893,-0.08406254827046801,0.02954622753103046,-0.11508691688134243,0.05164338243262252,,,0.02323800428559785,,,,,,-0.0506910304861623,,,,,,,,,,-0.03890591556849185,-0.027262526191297577,-0.03813722424364203,,-0.1006129569427383,-0.01079737591013673,0.028155440849693687,-0.032391953365008684,-0.007642544095352909,-0.046639714969504385,0.03320177660117223,0.022747243095286692,-0.12485990340475138,-0.027544898076725558,-0.01910100502248641,-0.04516352530959228,0.11108929193466978,0.08878105210315002,0.04566075090762257,,,,,,,,,,,,,,,,,,,,,0.05765119120434816,-0.08525479787313571,-0.06714513222405455,0.05993188652505916,0.002717553982102598,0.03374360194217823,-0.03630012174152221,-0.014456388525375697,-0.10442070098192589,0.09900685552137506,-0.04961428842992935,0.018873783475208832,0.04494016853509651,-0.007773292475135637,,,,0.1107628553909755,-0.08086843082713271,0.4202728194027862,0.3826744793043892,,0.446655516527143,0.7371148551992767,0.7770348128935222,0.8887066982269056,0.5972418081104329,0.7511636314477858,0.5602740529415916,0.8493610551163226,0.5828878235435112,0.807082483123631,0.7467976851365908,0.554977630554369,0.5160312142411411,0.4202939903450877,0.8945244901491302,0.559531654116942,0.6284844610033714,0.5342695203782637,0.7193838881725289,0.4710868093122496,0.7339066436151294,0.5342830310683596,0.5077783755094966,0.5807640595524761,0.46131208770090143,,,,0.8361409097730953,0.5113798683335954,0.41512777092587144,0.3576993862118997,0.3091922579986386,0.8626464710226952,0.7681706115274558,0.8071811082448077,0.3543157104176154,0.6226445139491068,0.8602822435727011,0.46608152102178885,0.7844738692440838,,0.5713790810512218,0.5877537689813712,0.9284305218197305,0.6568442546731087,0.6290054878601485,,,0.5653166150103156,,,,,,0.7956655040324666,,,,,,,,,,0.5284014083008954,0.7898842335951477,0.46237867968551166,,0.48956894978470267,0.8231093340679225,0.4728256679857309,0.5084170215095372,0.5422228431056021,0.5238245992013727,0.8396783540428646,0.3775257436053194,0.6680336766579199,0.7713451630254844,0.8405438958805509,0.4713856119630224,0.5750714865052932,0.8476478734776289,0.5350381520078606,,,,,,,,,,,,,,,,,,,,,0.4987630323099345,1.1579968465856083,0.6660934379391649,0.4495139726037718,0.7632162849603402,0.5915061928361238,0.4626151233041836,0.8325334355398839,0.34026013465938987,0.7787741153451445,0.4398428455198577,0.8055210298337484,0.755534113356302,0.6811229904449185,,,,0.7876635330167894,1.192734689168303,-0.016539673186696892,-0.20005496076012688,,-0.3497676023303524,-0.15945800355735776,-0.16584395373429767,0.11062035665194705,-0.08869229407662123,0.06360342533871796,-0.0640575193612763,0.00870709718554583,-0.17864831684159002,-0.14139756454291888,-0.1606118608051717,0.017772482859461335,-0.00909996032619771,-0.14225959513374484,-0.06470007318730034,0.02813803054421045,-0.1018211715853215,-0.055460915293036456,-0.07169654998852767,-0.03809928250434044,-0.04880045629430953,-0.11185340668290014,-0.059945569996337274,-0.03638477148874978,0.24335754055598918,,,,-0.07692459725003772,-0.03601199643367936,-0.06255340072035033,0.09268839192021164,0.09459410580558382,0.10676927896443432,-0.09614464889122704,-0.053112091340745696,-0.4140375528618714,0.018559902375538926,-0.023594391725095556,0.15409028170027944,0.018528818413135806,,0.10047756727016517,-0.14302340998366675,0.03182384339661695,-0.17521188023273138,0.08210323030457371,,,0.04110617602345513,,,,,,-0.06370897095482712,,,,,,,,,,-0.07362946986382193,-0.03451458458312625,-0.08248049903507917,,-0.20551335411893415,-0.013117790630285498,0.05954719203303356,-0.06371138650872463,-0.014094839773957042,-0.08903689334294662,0.03954106526780529,0.06025348861789827,-0.18690660032202,-0.03571021041823206,-0.022724577640857484,-0.09581014813225802,0.19317475225516553,0.10473812874550097,0.08534111209877185,,,,,,,,,,,,,,,,,,,,,0.11558834049377449,-0.07362265115359534,-0.10080437428087528,0.13332597022047782,0.003560660373283064,0.057046912358408496,-0.07846721802402852,-0.017364333861259244,-0.3068849105301566,0.127131672163367,-0.11280003513820802,0.023430528535182,0.05948132286900882,-0.011412465273060331,,,,0.14062204323050023,-0.06780085425663479
