date,ret
2007-04-30,
2007-05-31,
2007-06-30,0.04469459900275963
2007-07-31,-0.0610709298342442
2007-08-31,-0.04133424601937688
2007-09-30,0.05751917325832882
2007-10-31,-0.018563504824376742
2007-11-30,-0.002564581180499792
2007-12-31,0.01698003711072199
2008-01-31,0.04317466353051726
2008-02-29,-0.023054233354221104
2008-03-31,0.03759508949592824
2008-04-30,0.019231722188383288
2008-05-31,-0.07179109442226086
2008-06-30,0.038718940769147336
2008-07-31,0.007513127110574396
2008-08-31,0.011743569128970285
2008-09-30,-0.014198909921679104
2008-10-31,-0.00393102260715382
2008-11-30,0.05325893347769127
2008-12-31,-0.0003809585299216628
2009-01-31,0.028413471496652694
2009-02-28,0.048074976309849415
2009-03-31,-0.06557398082607765
2009-04-30,-0.022528764954679648
2009-05-31,-0.06470192732530505
2009-06-30,-0.04737523888868513
2009-07-31,-0.02367177618986155
2009-08-31,-0.030290371935442692
2009-09-30,0.0011624245130976707
2009-10-31,0.008634877024403933
2009-11-30,-0.03950405056185793
2009-12-31,-0.004472932515178357
2010-01-31,-0.011599145054387278
2010-02-28,0.008021811066303067
2010-03-31,-0.007062255391009714
2010-04-30,0.014658018816965906
2010-05-31,0.026661100764068316
2010-06-30,0.023448051169158938
2010-07-31,0.03497168508162249
2010-08-31,-0.011044730106019161
2010-09-30,-0.01948037192678026
2010-10-31,-0.044338550907391944
2010-11-30,0.001649760580300811
2010-12-31,-0.009545755587097832
2011-01-31,-0.001988270984635154
2011-02-28,0.0066550017246698664
2011-03-31,0.029590332648076676
2011-04-30,-0.009531214551124094
2011-05-31,-0.012782630269843881
2011-06-30,0.07594786670020957
2011-07-31,0.0441279146352188
2011-08-31,-0.001137776490647363
2011-09-30,0.019952626860346934
2011-10-31,-0.02668873150649551
2011-11-30,0.013827192945148073
2011-12-31,-0.030038304850000447
2012-01-31,-0.004817618130479456
2012-02-29,0.021340914054749915
2012-03-31,-0.0017189103862024421
2012-04-30,-0.016728721147123926
2012-05-31,0.018989018384113567
2012-06-30,0.021280092301272438
2012-07-31,0.001851535061711089
2012-08-31,-0.01096130620564155
2012-09-30,-0.004146088592230784
2012-10-31,0.049941326313984916
2012-11-30,0.015521386796256365
2012-12-31,0.001277429814342812
2013-01-31,0.023789719508770967
2013-02-28,-0.029484413020836073
2013-03-31,-0.0065533420598799155
2013-04-30,0.03867027358246154
2013-05-31,-0.024980855675773794
2013-06-30,-0.0394694047502746
2013-07-31,0.015969638809725642
2013-08-31,-0.006146515748134673
2013-09-30,-0.0007430754638174594
2013-10-31,-0.008871387773608078
2013-11-30,-0.0037904735649762385
2013-12-31,-0.025899227392074606
2014-01-31,0.0358224449463618
