date,WF_screen_gross,WF_screen_net,WF_screen_timed_gross,WF_screen_timed_net,Full_EW_net,Full_EW_timed_net,P23_top15_net,P23_top15_timed_net,lead,timing
2007-05-23,0.0,0.0,0.0,0.0,0.0051166702977079575,0.0051166702977079575,0.00958431101480119,0.00958431101480119,0.004336370990925237,1.0
2007-05-24,0.0,0.0,0.0,0.0,0.00217884641571287,0.00217884641571287,0.0011802143587444076,0.0011802143587444076,0.026200520595232993,1.0
2007-05-25,0.0,0.0,0.0,0.0,0.00519970445214753,0.00519970445214753,0.005672146932620109,0.005672146932620109,0.00981935362455885,1.0
2007-05-28,0.0,0.0,0.0,0.0,0.0019205977143690856,0.0019205977143690856,-0.0026026727020409817,-0.0026026727020409817,-0.021891823106843913,1.0
2007-05-29,0.0,0.0,0.0,0.0,0.00017478558285356728,0.00017478558285356728,-0.004693084994019417,-0.004693084994019417,-0.002299718139750332,1.0
2007-05-30,0.0,0.0,0.0,0.0,-0.0038676789411081864,-0.0038676789411081864,-0.007247535996485846,-0.007247535996485846,0.007454013195882188,1.0
2007-05-31,0.0,0.0,0.0,0.0,0.010663948262177547,0.010663948262177547,0.01620453973703683,0.01620453973703683,0.027815893154830205,1.0
2007-06-01,0.0,0.0,0.0,0.0,0.004453298493435546,0.004453298493435546,0.0014968088208597852,0.0014968088208597852,0.02880179134930038,1.0
2007-06-04,0.0,0.0,0.0,0.0,0.010040303589772379,0.010040303589772379,0.014062744019506069,0.014062744019506069,0.030665557397505445,1.0
2007-06-05,0.0,0.0,0.0,0.0,0.003273939589327451,0.003273939589327451,0.012032907173419803,0.012032907173419803,0.002370243657995395,1.0
2007-06-06,0.0,0.0,0.0,0.0,-0.008386956296146076,-0.008386956296146076,-0.015161665787048076,-0.015161665787048076,-0.017574954439360926,1.0
2007-06-07,0.0,0.0,0.0,0.0,0.010443587728539386,0.010443587728539386,0.015568173825416566,0.015568173825416566,0.017165469991604218,1.0
2007-06-08,0.0,0.0,0.0,0.0,0.011508421878323766,0.011508421878323766,0.012758890885101654,0.012758890885101654,0.012918147710795361,1.0
2007-06-11,0.0,0.0,0.0,0.0,0.013290009885688946,0.013290009885688946,0.010480253325149697,0.010480253325149697,0.021665717552907172,1.0
2007-06-12,0.0,0.0,0.0,0.0,0.012336114498161637,0.012336114498161637,0.013900912346078024,0.013900912346078024,0.0031549791484333316,1.0
2007-06-13,0.0,0.0,0.0,0.0,0.0031331389906031635,0.0031331389906031635,-0.0006819488768270248,-0.0006819488768270248,0.0028700541100957627,1.0
2007-06-14,0.0,0.0,0.0,0.0,0.001604229975886238,0.001604229975886238,3.297233497928653e-05,3.297233497928653e-05,-0.002411721903040144,1.0
2007-06-15,0.0,0.0,0.0,0.0,0.003054797747980192,0.003054797747980192,0.003745550041500169,0.003745550041500169,0.001162578374400951,1.0
2007-06-20,0.0,0.0,0.0,0.0,0.002650528903821403,0.002650528903821403,-0.005705028561293456,-0.005705028561293456,-0.009978964620152558,1.0
2007-06-21,0.0,0.0,0.0,0.0,0.0029583750208016383,0.0029583750208016383,-0.0021408958598772283,-0.0021408958598772283,0.012537977202605275,1.0
2007-06-22,0.0,0.0,0.0,0.0,0.014294042438545698,0.014294042438545698,0.017995354462134756,0.017995354462134756,0.03053294227515407,1.0
2007-06-23,0.0,0.0,0.0,0.0,0.01037883046006006,0.01037883046006006,0.006341137206816403,0.006341137206816403,0.022678847086685064,1.0
2007-06-25,0.0,0.0,0.0,0.0,0.007525989223080454,0.007525989223080454,0.002942809775977985,0.002942809775977985,0.012276609511894975,1.0
2007-06-26,0.0,0.0,0.0,0.0,-0.004184245373068661,-0.004184245373068661,-0.011722505331047487,-0.011722505331047487,-0.013837241992153703,1.0
2007-06-27,0.0,0.0,0.0,0.0,-0.003357901807871118,-0.003357901807871118,-0.006229035648091897,-0.006229035648091897,-0.0028277143041619164,1.0
2007-06-28,0.0,0.0,0.0,0.0,0.016373198525368622,0.016373198525368622,0.013524196201402022,0.013524196201402022,0.0029926532031294803,1.0
2007-06-29,0.0,0.0,0.0,0.0,0.004116420777199687,0.004116420777199687,0.011485138119987165,0.011485138119987165,0.0017756983676424933,1.0
2007-07-02,0.0,0.0,0.0,0.0,0.008084747567292778,0.008084747567292778,0.016359070210328647,0.016359070210328647,0.003291113812563704,1.0
2007-07-03,0.0,0.0,0.0,0.0,0.010882017130918192,0.010882017130918192,0.01074469513115921,0.01074469513115921,0.012558695387398492,1.0
2007-07-04,0.0,0.0,0.0,0.0,-0.004940624813531352,-0.004940624813531352,-0.014244005154740278,-0.014244005154740278,0.002080675697398726,1.0
2007-07-05,0.0,0.0,0.0,0.0,0.00856434688688402,0.00856434688688402,0.008799723425687198,0.008799723425687198,0.024083551289438905,1.0
2007-07-06,0.0,0.0,0.0,0.0,0.0129498856013404,0.0129498856013404,0.027909333667542557,0.027909333667542557,0.00995056312095606,1.0
2007-07-09,0.0,0.0,0.0,0.0,0.01454512897000027,0.01454512897000027,0.01742323896588473,0.01742323896588473,0.022540050298444518,1.0
2007-07-10,0.0,0.0,0.0,0.0,0.006604308989782074,0.006604308989782074,-0.00041574365495392063,-0.00041574365495392063,0.025501842294089843,1.0
2007-07-11,0.0,0.0,0.0,0.0,0.0032142774988707943,0.0032142774988707943,0.008249977971262848,0.008249977971262848,-0.002841520776801945,1.0
2007-07-12,0.0,0.0,0.0,0.0,0.020626493307095508,0.020626493307095508,0.015453946931122045,0.015453946931122045,0.005568067948860896,1.0
2007-07-13,0.0,0.0,0.0,0.0,0.003075495695450642,0.003075495695450642,-0.0040804451710741985,-0.0040804451710741985,-0.00326357420563623,1.0
2007-07-16,0.0,0.0,0.0,0.0,0.0012174840838792451,0.0012174840838792451,-0.007413351732166783,-0.007413351732166783,-0.024263638673195823,1.0
2007-07-17,0.0,0.0,0.0,0.0,0.028415443960620755,0.028415443960620755,0.02251764741292511,0.02251764741292511,0.027432055734144364,1.0
2007-07-18,0.0,0.0,0.0,0.0,0.012062762135267231,0.012062762135267231,0.0033763878545825517,0.0033763878545825517,0.014986195892075943,1.0
2007-07-19,0.0,0.0,0.0,0.0,0.006214928051359104,0.006214928051359104,0.007429749189866672,0.007429749189866672,0.0060827570252505936,1.0
2007-07-20,0.0,0.0,0.0,0.0,0.018502490136382152,0.018502490136382152,0.022404815394187667,0.022404815394187667,0.03319498682261027,1.0
2007-07-23,0.0,0.0,0.0,0.0,0.03505828084646452,0.03505828084646452,0.04387739510999737,0.04387739510999737,0.04689207106463267,1.0
2007-07-24,0.0,0.0,0.0,0.0,0.0059876392579226,0.0059876392579226,0.008176419506353495,0.008176419506353495,0.0038831429639673513,1.0
2007-07-25,0.0,0.0,0.0,0.0,0.013931382379320942,0.013931382379320942,0.007007696128748425,0.007007696128748425,0.043489766695473636,1.0
2007-07-26,0.0,0.0,0.0,0.0,-0.013032640788150546,-0.013032640788150546,-0.015032447892825615,-0.015032447892825615,-0.02129195735242921,1.0
2007-07-27,0.0,0.0,0.0,0.0,-0.024436472133187833,-0.024436472133187833,-0.01958082736733458,-0.01958082736733458,-0.020974300193301293,1.0
2007-07-30,0.0,0.0,0.0,0.0,-0.01355778579772251,-0.01355778579772251,-0.0006418060837458199,-0.0006418060837458199,-0.03354317052462711,1.0
2007-07-31,0.0,0.0,0.0,0.0,0.007435788109916182,-0.0025,0.006049681869448874,-0.0025,0.0026918390002768104,0.0
2007-08-01,0.0,0.0,0.0,0.0,-0.031166860191538984,-0.033666860191538986,-0.03851142212588416,-0.04101142212588416,-0.009747592232958435,1.0
2007-08-02,0.0,0.0,0.0,0.0,-0.027334151284356123,-0.0025,-0.022067585011336776,-0.0025,-0.0294371694145054,0.0
2007-08-03,0.0,0.0,0.0,0.0,0.0033127908563383678,0.0,0.008832958617779526,0.0,-0.038321779014734464,0.0
2007-08-06,0.0,0.0,0.0,0.0,-0.022277597213656786,0.0,-0.025404404875239685,0.0,-0.025736157127051674,0.0
2007-08-07,0.0,0.0,0.0,0.0,-0.010025958963007047,0.0,-0.014751732542737733,0.0,-0.029691566151242868,0.0
2007-08-08,0.0,0.0,0.0,0.0,0.031782909893453656,0.0,0.03305364549074261,0.0,0.041713122575854036,0.0
2007-08-09,0.0,0.0,0.0,0.0,0.01809090431433755,0.0,0.015307963113028353,0.0,0.017870674798139384,0.0
2007-08-10,0.0,0.0,0.0,0.0,-0.007721002869346289,0.0,-0.01587750860888475,0.0,-0.01087263329474685,0.0
2007-08-13,0.0,0.0,0.0,0.0,-0.0125156103263972,0.0,-0.00793167955917722,0.0,-0.03162864184054494,0.0
2007-08-14,0.0,0.0,0.0,0.0,-0.011297124048896831,0.0,-0.022266624769820977,0.0,-0.04733894199641164,0.0
2007-08-15,0.0,0.0,0.0,0.0,-0.04341073875139501,0.0,-0.04906551755455167,0.0,-0.059577851843872764,0.0
2007-08-16,0.0,0.0,0.0,0.0,-0.05494651040414859,0.0,-0.056530229341955,0.0,-0.06074115646999194,0.0
2007-08-17,0.0,0.0,0.0,0.0,-0.03467783246067774,0.0,-0.02054452645219988,0.0,-0.01373547305434171,0.0
2007-08-20,0.0,0.0,0.0,0.0,0.05220021606593614,0.0,0.05036624251810257,0.0,0.051127425887536736,0.0
2007-08-21,0.0,0.0,0.0,0.0,-0.017330250200127087,0.0,-0.01730472241374914,0.0,-0.046777431547603186,0.0
2007-08-22,0.0,0.0,0.0,0.0,-0.00783272318418253,0.0,-0.003884513172528257,0.0,-0.0048766208398921245,0.0
2007-08-23,0.0,0.0,0.0,0.0,0.02155689142101523,0.0,0.026886340097985052,0.0,0.03591486244097944,0.0
2007-08-24,0.0,0.0,0.0,0.0,0.002615521828878519,0.0,0.004423349935213141,0.0,0.010915034695769064,0.0
2007-08-27,0.0,0.0,0.0,0.0,-0.0007135404674468803,0.0,0.007993835762224333,0.0,-0.016091362678848368,0.0
2007-08-28,0.0,0.0,0.0,0.0,0.003986635589188379,0.0,0.005950358861372499,0.0,0.015040869321056187,0.0
2007-08-29,0.0,0.0,0.0,0.0,-0.010773039115637505,0.0,-0.008479401427674107,0.0,-0.015328791028636428,0.0
2007-08-30,0.0,0.0,0.0,0.0,0.022926118427742666,0.0,0.02081275149841101,0.0,-0.012706375874611651,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.017783202750626923,0.0,0.013441613192150896,0.0,0.009545403283967658,0.0
2007-09-03,0.0,0.0,0.0,0.0,-0.004380564000737622,0.0,-0.0005371529337244449,0.0,-0.0101994372132926,0.0
2007-09-04,0.0,0.0,0.0,0.0,-0.0050075409978540715,0.0,-0.01626707775919804,0.0,0.006250650470332927,0.0
2007-09-05,0.0,0.0,0.0,0.0,9.26103205073942e-05,0.0,-0.0030569513263536134,0.0,0.011491225509850234,0.0
2007-09-06,0.0,0.0,0.0,0.0,0.006371324201114614,0.003871324201114614,0.0005037513929185372,-0.0019962486070814627,0.022189858696202262,1.0
2007-09-07,0.0,0.0,0.0,0.0,0.005206959976265363,0.005206959976265363,-0.0006106930464303274,-0.0006106930464303274,0.01706617222678259,1.0
2007-09-10,0.0,0.0,0.0,0.0,0.0011420533717052012,0.0011420533717052012,-0.013298026513196679,-0.013298026513196679,-0.008776329116348198,1.0
2007-09-11,0.0,0.0,0.0,0.0,0.003261598446745877,0.003261598446745877,-0.00016931242083176204,-0.00016931242083176204,0.0071767163341510155,1.0
2007-09-12,0.0,0.0,0.0,0.0,-0.0012998358323897108,-0.0012998358323897108,0.005657613831991592,0.005657613831991592,0.009395074788084668,1.0
2007-09-13,0.0,0.0,0.0,0.0,-0.009039165637408258,-0.009039165637408258,-0.009952674910919074,-0.009952674910919074,-0.016253438109158455,1.0
2007-09-14,0.0,0.0,0.0,0.0,-0.0017110166460215434,-0.0017110166460215434,-0.002344205412885131,-0.002344205412885131,-0.0044703706652170164,1.0
2007-09-17,0.0,0.0,0.0,0.0,-0.002679020445844009,-0.002679020445844009,-0.007836462071694684,-0.007836462071694684,-0.033653639965973224,1.0
2007-09-19,0.0,0.0,0.0,0.0,-0.0294260168652994,-0.0025,-0.03370431591128338,-0.0025,-0.05808013691334615,0.0
2007-09-20,0.0,0.0,0.0,0.0,-0.004896108751619712,0.0,-0.011674815609744416,0.0,-0.030411970646700197,0.0
2007-09-21,0.0,0.0,0.0,0.0,0.018751643418373626,0.0,0.025923543131233552,0.0,0.028820006781074138,0.0
2007-09-26,0.0,0.0,0.0,0.0,0.0077645716253750005,0.0,0.003265848050535443,0.0,0.007810487122522411,0.0
2007-09-27,0.0,0.0,0.0,0.0,0.01559173845262999,0.0,0.025241112062174532,0.0,0.036564839175619604,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.006252547900421259,0.003752547900421259,0.008403481429020716,0.005903481429020715,0.015077665014372615,1.0
2007-09-29,0.0,0.0,0.0,0.0,0.0026828123115256596,0.0026828123115256596,0.0011687707806277057,0.0011687707806277057,0.017828246044633685,1.0
2007-10-01,0.0,0.0,0.0,0.0,0.001479932499456331,0.001479932499456331,0.0024999005002934458,0.0024999005002934458,-0.020376725460200175,1.0
2007-10-02,0.0,0.0,0.0,0.0,-0.005918112649643167,-0.005918112649643167,-0.008736879838248965,-0.008736879838248965,0.027945558777292087,1.0
2007-10-03,0.0,0.0,0.0,0.0,-0.005830723219325117,-0.005830723219325117,0.0014755705177336713,0.0014755705177336713,0.009840898338682584,1.0
2007-10-04,0.0,0.0,0.0,0.0,-0.0091578110105204,-0.0091578110105204,-0.001351564127316231,-0.001351564127316231,0.018377389605652057,1.0
2007-10-05,0.0,0.0,0.0,0.0,-0.0012975381471584902,-0.0012975381471584902,0.00263012096659714,0.00263012096659714,-0.017178508631901526,1.0
2007-10-08,0.0,0.0,0.0,0.0,-0.006432450811115263,-0.006432450811115263,-0.0031808251871122224,-0.0031808251871122224,-0.03330092463953469,1.0
2007-10-09,0.0,0.0,0.0,0.0,-0.0009346857343586602,-0.0025,0.0017781074736645166,-0.0025,0.0018182144617195552,0.0
2007-10-11,0.0,0.0,0.0,0.0,-0.00355296089991052,0.0,-0.009673356895037991,0.0,-0.011896314951212376,0.0
2007-10-12,0.0,0.0,0.0,0.0,-0.01302331236931153,0.0,-0.012320012756616592,0.0,-0.015314889154300014,0.0
2007-10-15,0.0,0.0,0.0,0.0,-0.008593208537809942,0.0,-0.0008572491842275722,0.0,-0.03122413084283394,0.0
2007-10-16,0.0,0.0,0.0,0.0,-0.00210044324805144,0.0,-0.004669509959533514,0.0,0.02736322213001898,0.0
2007-10-17,0.0,0.0,0.0,0.0,0.004368495026713988,0.0,0.004636510852461379,0.0,0.019184140094012328,0.0
2007-10-18,0.0,0.0,0.0,0.0,0.008882014473803166,0.006382014473803165,0.016958161016841534,0.014458161016841534,0.023363408884679332,1.0
2007-10-19,0.0,0.0,0.0,0.0,-0.004237944181674314,-0.004237944181674314,-0.005222622843051907,-0.005222622843051907,-0.016962095476015265,1.0
2007-10-22,0.0,0.0,0.0,0.0,-0.030481000631382916,-0.030481000631382916,-0.03343771121196749,-0.03343771121196749,-0.03609368685759337,1.0
2007-10-23,0.0,0.0,0.0,0.0,0.015697616596198994,-0.0025,0.02015376888884933,-0.0025,0.025098969354514698,0.0
2007-10-24,0.0,0.0,0.0,0.0,-0.013518701598766916,0.0,-0.013029170369061167,0.0,-0.016043125882274255,0.0
2007-10-25,0.0,0.0,0.0,0.0,-0.005314911206685804,0.0,-0.00837648877334285,0.0,0.008109861681094838,0.0
2007-10-26,0.0,0.0,0.0,0.0,-0.0034184198856523455,0.0,-0.009933636585969166,0.0,-0.009654226683116945,0.0
2007-10-29,0.0,0.0,0.0,0.0,0.0034155159168803534,0.0,0.0017002110522491192,0.0,-0.01745191968713801,0.0
2007-10-30,0.0,0.0,0.0,0.0,-0.007738981936146004,0.0,0.0022864521762062193,0.0,-0.0400715028026017,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0026847610314896294,0.0,0.004689509127600652,0.0,-0.012843557686751796,0.0
2007-11-01,0.0,0.0,0.0,0.0,-0.005905533081395143,0.0,-0.009618571569457179,0.0,-0.004754890572398439,0.0
2007-11-02,0.0,0.0,0.0,0.0,-0.024471674806570386,0.0,-0.030366430576289818,0.0,-0.03542428869271552,0.0
2007-11-05,0.0,0.0,0.0,0.0,-0.002145953354168526,0.0,-0.00586861388381794,0.0,-0.027291725427226427,0.0
2007-11-06,0.0,0.0,0.0,0.0,-0.000733554648238335,0.0,0.0011540361123661778,0.0,0.013357836112066694,0.0
2007-11-07,0.0,0.0,0.0,0.0,-0.0063076457047090435,0.0,-0.000766120894920258,0.0,-0.01725002366790474,0.0
2007-11-08,0.0,0.0,0.0,0.0,-0.04781393827387815,0.0,-0.0522714706532462,0.0,-0.060302600399694734,0.0
2007-11-09,0.0,0.0,0.0,0.0,-0.01660996282531384,0.0,-0.02440033126610013,0.0,-0.037263286400851386,0.0
2007-11-12,0.0,0.0,0.0,0.0,-0.03613413184779905,0.0,-0.041050507753849136,0.0,-0.046426760491423504,0.0
2007-11-13,0.0,0.0,0.0,0.0,0.0060757116417353265,0.0,0.007604560205982279,0.0,0.02527468340634702,0.0
2007-11-14,0.0,0.0,0.0,0.0,0.03586489450575063,0.0,0.034219020820478264,0.0,0.03955782750858431,0.0
2007-11-15,0.0,0.0,0.0,0.0,-0.000133533785312743,0.0,-0.002474754669301758,0.0,-0.0011808631919953986,0.0
2007-11-16,0.0,0.0,0.0,0.0,0.010003648390757128,0.0,0.013207489291964115,0.0,0.02640999795549385,0.0
2007-11-19,0.0,0.0,0.0,0.0,0.0013149223502183288,0.0,0.004778231633818732,0.0,-0.01402360325074401,0.0
2007-11-20,0.0,0.0,0.0,0.0,0.004420702457253656,0.0,0.005459147261643814,0.0,0.04017914385556905,0.0
2007-11-21,0.0,0.0,0.0,0.0,-0.00992150810806324,-0.01242150810806324,-0.004697868700250175,-0.007197868700250175,-0.02285887305813508,1.0
2007-11-22,0.0,0.0,0.0,0.0,-0.0023799355456578693,-0.0025,-0.0032033542549137943,-0.0025,0.0035780128680403507,0.0
2007-11-23,0.0,0.0,0.0,0.0,-0.016025562166521838,-0.018525562166521837,-0.017769732938772632,-0.02026973293877263,-0.02029535047381109,1.0
2007-11-26,0.0,0.0,0.0,0.0,-0.0014853460046374157,-0.0025,0.0021046958715515048,-0.0025,-0.015039543631605576,0.0
2007-11-27,0.0,0.0,0.0,0.0,-0.02523577833208239,0.0,-0.02866116773370008,0.0,-0.007027292833856251,0.0
2007-11-28,0.0,0.0,0.0,0.0,-0.011015793763741672,0.0,-0.008145734615313796,0.0,-0.029840897655153343,0.0
2007-11-29,0.0,0.0,0.0,0.0,0.012495282521897714,0.0,0.0058543129953511994,0.0,0.0036730766252241593,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.02132091542449512,0.0,0.020928106362799643,0.0,0.03465796163441774,0.0
2007-12-03,0.0,0.0,0.0,0.0,0.0040910551918950325,0.0015910551918950325,0.005551364825420624,0.0030513648254206238,0.021466905478374494,1.0
2007-12-04,0.0,0.0,0.0,0.0,0.01271679731331179,0.01271679731331179,0.017840146950468056,0.017840146950468056,0.033113296418381705,1.0
2007-12-05,0.0,0.0,0.0,0.0,0.008619166335666194,0.008619166335666194,0.0062230946896710835,0.0062230946896710835,0.013175918910264647,1.0
2007-12-06,0.0,0.0,0.0,0.0,-0.0098864717124105,-0.0098864717124105,-0.008870778331776444,-0.008870778331776444,-0.031260682159910624,1.0
2007-12-07,0.0,0.0,0.0,0.0,-0.004859034194783183,-0.004859034194783183,-0.0026858183484434472,-0.0026858183484434472,-0.021316015213202005,1.0
2007-12-10,0.0,0.0,0.0,0.0,-0.005487712220906822,-0.0025,-0.005710522398082738,-0.0025,-0.018809779995198173,0.0
2007-12-11,0.0,0.0,0.0,0.0,-0.007873495642180038,0.0,-0.008792038560077153,0.0,-0.0029113296364097936,0.0
2007-12-12,0.0,0.0,0.0,0.0,-0.0016087712336583329,0.0,-0.008569852916826657,0.0,0.008914173239567587,0.0
2007-12-13,0.0,0.0,0.0,0.0,-0.03301014895746087,0.0,-0.03315554379652832,0.0,-0.05776109746743715,0.0
2007-12-14,0.0,0.0,0.0,0.0,-0.025293049616283533,0.0,-0.03244736135542532,0.0,-0.013456454474517538,0.0
2007-12-17,0.0,0.0,0.0,0.0,-0.0492383220996788,0.0,-0.050104180157503724,0.0,-0.06104492331488865,0.0
2007-12-18,0.0,0.0,0.0,0.0,-0.019731151583883257,0.0,-0.010384111351938239,0.0,-0.03283236676825532,0.0
2007-12-19,0.0,0.0,0.0,0.0,0.026481724466392447,0.0,0.02723162749980101,0.0,0.036048055861045994,0.0
2007-12-20,0.0,0.0,0.0,0.0,-0.01828823361552606,0.0,-0.015191818234022898,0.0,-0.048755666447073444,0.0
2007-12-21,0.0,0.0,0.0,0.0,-0.004084844511776429,0.0,-0.0042316021812094096,0.0,-0.004862907073654863,0.0
2007-12-24,0.0,0.0,0.0,0.0,0.023174967894975137,0.0,0.020896797815056673,0.0,0.05051123978550394,0.0
2007-12-25,0.0,0.0,0.0,0.0,0.0047308776405655915,0.0,0.004761107475691961,0.0,0.012930016733835922,0.0
2007-12-26,0.0,0.0,0.0,0.0,0.00018599428340528457,0.0,-0.0014211158690034783,0.0,-0.0027812850429197516,0.0
2007-12-27,0.0,0.0,0.0,0.0,0.012511757097214362,0.0,0.003384028579081544,0.0,0.03408831822369568,0.0
2007-12-28,0.0,0.0,0.0,0.0,0.017956287926179593,0.015648595618487287,0.016346893221407838,0.013846893221407837,0.03842259550618308,1.0
2007-12-31,0.0,0.0,0.0,0.0,0.02066083403032381,0.02066083403032381,0.02966600988904877,0.02966600988904877,0.024241771226458632,1.0
2008-01-02,0.0,0.0,0.0,0.0,-0.007146773092183423,-0.007146773092183423,-0.004719323031068432,-0.004719323031068432,-0.0016008232624476772,1.0
2008-01-03,0.0,0.0,0.0,0.0,-0.01793158698126503,-0.01793158698126503,-0.02065288769662064,-0.02065288769662064,-0.023722826337931414,1.0
2008-01-04,0.0,0.0,0.0,0.0,-0.0034484779086066653,-0.0034484779086066653,-0.00626212955510665,-0.00626212955510665,-0.02238021775528632,1.0
2008-01-07,0.0,0.0,0.0,0.0,-0.04234636030537786,-0.0025,-0.0418881404019911,-0.0025,-0.06688377951154072,0.0
2008-01-08,0.0,0.0,0.0,0.0,-0.00658572790947125,0.0,-0.008993825345393123,0.0,-0.03995978310307046,0.0
2008-01-09,0.0,0.0,0.0,0.0,0.009870966844458989,0.0,0.0048255628443552665,0.0,0.03725800258871879,0.0
2008-01-10,0.0,0.0,0.0,0.0,0.004475211899120817,0.0,0.004587857881121492,0.0,-0.0012769034661568484,0.0
2008-01-11,0.0,0.0,0.0,0.0,0.003272404171790827,0.0,0.002572684225730564,0.0,0.013805249174575257,0.0
2008-01-14,0.0,0.0,0.0,0.0,-0.004046306080625682,0.0,-0.00923179597082648,0.0,-0.026456374553501118,0.0
2008-01-15,0.0,0.0,0.0,0.0,0.006563921883934544,0.0,0.006664683029847055,0.0,0.007583709265218742,0.0
2008-01-16,0.0,0.0,0.0,0.0,-0.023025770830149624,0.0,-0.027939297273191773,0.0,-0.029495635725058412,0.0
2008-01-17,0.0,0.0,0.0,0.0,0.0040902362679634775,0.0,0.017887500144990826,0.0,0.02865408958410914,0.0
2008-01-18,0.0,0.0,0.0,0.0,0.008682136437550132,0.0,0.008925748589913879,0.0,0.04118364425569543,0.0
2008-01-21,0.0,0.0,0.0,0.0,-0.0008365304359343296,-0.0033365304359343297,0.005385458074632143,0.0028854580746321434,-0.00819217802105237,1.0
2008-01-22,0.0,0.0,0.0,0.0,-0.05754261344920845,-0.05754261344920845,-0.0637198007039656,-0.0637198007039656,-0.06770227647216662,1.0
2008-01-23,0.0,0.0,0.0,0.0,-0.040745693274692074,-0.0025,-0.047545666757172665,-0.0025,-0.049868093893965806,0.0
2008-01-24,0.0,0.0,0.0,0.0,-0.013553850147434843,0.0,-0.01942259138339501,0.0,-0.036366836024748724,0.0
2008-01-25,0.0,0.0,0.0,0.0,0.03454474103429448,0.0,0.03501966916322256,0.0,0.06129399339012198,0.0
2008-01-28,0.0,0.0,0.0,0.0,-0.023746846976017297,0.0,-0.02995404612505975,0.0,-0.047633657579582794,0.0
2008-01-29,0.0,0.0,0.0,0.0,0.005433747564963031,0.0,0.006123173284527984,0.0,-0.015329015393478801,0.0
2008-01-30,0.0,0.0,0.0,0.0,-3.267534758956696e-05,0.0,-0.003603835563438119,0.0,-0.015476946531399423,0.0
2008-01-31,0.0,0.0,0.0,0.0,-0.007199626529686754,0.0,-0.015218183774964783,0.0,-0.05030394972239377,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.015198280268848407,0.0,0.020669079662525316,0.0,-0.004160087043631214,0.0
