n,ann_ret,ann_vol,sharpe,max_dd,ann_alpha,t_alpha,beta,predictor,smooth_N,hold_K,cost_rt,avg_daily_turn
4672,0.2933138338431184,0.12310255605742253,2.382678664334955,-0.12172735965958081,0.24444228993962538,9.813280020696721,0.4066040152570411,D100+0.5·2330,1,1,0.0,0.4685359589041096
4672,-0.0018638202664706556,0.1256216767115205,-0.014836772723156377,-0.663699708481432,-0.05084257377901681,-1.8819170763669983,0.40749598334385395,D100+0.5·2330,1,1,0.005,0.4685359589041096
4672,-0.17897041273222405,0.1285819941388507,-1.3918777192004104,-0.9769044935070691,-0.22801349201020216,-7.987564935912067,0.4080311641959418,D100+0.5·2330,1,1,0.008,0.4685359589041096
4668,0.15156149110098927,0.12480287936481659,1.214407006251462,-0.35783786519969407,0.10129332679343898,3.928999910796926,0.4115119617560495,D100+0.5·2330,1,5,0.0,0.09832904884318766
4668,0.08961419032978105,0.12500222486392834,0.7169007625850735,-0.4276586322224277,0.039467908121752826,1.4934171747557299,0.4105141942312523,D100+0.5·2330,1,5,0.005,0.09832904884318766
4668,0.05244580986705612,0.12565634904227574,0.4173749298526196,-0.46592623635438024,0.002372656918741059,0.0881968748775964,0.4099155337163739,D100+0.5·2330,1,5,0.008,0.09832904884318766
4663,0.10924831556311956,0.13241311892072657,0.8250565839214514,-0.4364540340142108,0.052927875405165914,2.104296438558993,0.46172492281079486,D100+0.5·2330,1,10,0.0,0.04717992708556723
4663,0.07952496149921222,0.1325471876451759,0.5999747177744557,-0.46128615292603425,0.023124235253581035,0.9017402442264804,0.4623831223477964,D100+0.5·2330,1,10,0.005,0.04717992708556723
4663,0.06169094906086781,0.13288361707389368,0.464247966899959,-0.47568552300960765,0.005242051162630115,0.20176391821425055,0.4627780420699973,D100+0.5·2330,1,10,0.008,0.04717992708556723
4653,0.10449903019481716,0.1397157391392579,0.7479402881779881,-0.5150945176354912,0.04131828917690031,1.3560170874970037,0.5220190997578585,D100+0.5·2330,1,20,0.0,0.02278100150440576
4653,0.09014699924704153,0.13975400827823514,0.6450405276932638,-0.5223530205311429,0.026982222775975333,0.8856815072500233,0.5218871956642889,D100+0.5·2330,1,20,0.005,0.02278100150440576
4653,0.08153578067837615,0.13989734554656424,0.5828257881507647,-0.5266644956312813,0.018380582935420345,0.6030768749481836,0.521808053208147,D100+0.5·2330,1,20,0.008,0.02278100150440576
4672,0.31549172228779515,0.11891476953947414,2.653091146790363,-0.13096993529133605,0.2702817314640796,11.265514836541424,0.3761404353207455,D100+0.5·2330,3,1,0.0,0.2985873287671233
4672,0.1273817051645075,0.12096394003681238,1.0530551925287985,-0.19501036686707118,0.0818568627452111,3.145830655975059,0.37875995401706525,D100+0.5·2330,3,1,0.005,0.2985873287671233
