n,ann_ret,ann_vol,sharpe,max_dd,ann_alpha,t_alpha,beta,target,predictor,smooth_N,hold_K,cost_rt,avg_daily_turn,ann_turn
4672,0.18317473964424782,0.13115759568810592,1.396600316460811,-0.240069266363108,0.13512826385263763,4.981474764912867,0.3997395706261423,G_md,A_G_up,5,1,0.003,0.21746575342465754,54.801369863013704
4672,0.12837336978123412,0.13177871525148785,0.9741586077557752,-0.2777858766726966,0.08027539866967855,2.8580803495518756,0.4001680040699082,G_md,A_G_up,5,1,0.005,0.21746575342465754,54.801369863013704
4672,0.04617131498671358,0.13330960715263712,0.3463464934965133,-0.38880417542107304,-0.0020038991047600235,-0.06764192253881468,0.4008106542355575,G_md,A_G_up,5,1,0.008,0.21746575342465754,54.801369863013704
4672,-0.008630054876300114,0.1347190851130085,-0.0640596309651363,-0.6324732821713714,-0.05685676428771909,-1.8515803358887228,0.4012390876793234,G_md,A_G_up,5,1,0.01,0.21746575342465754,54.801369863013704
4668,0.15426437890223316,0.1328005400143672,1.161624635604222,-0.3586926495861703,0.10323392611938347,3.549440134718627,0.417752309503289,G_md,A_G_up,5,5,0.0,0.0831191088260497,20.946015424164525
4668,0.12284535576598637,0.13281241644935532,0.924953848820531,-0.3932822950174345,0.07176388749889345,2.409636325898652,0.4181699392753341,G_md,A_G_up,5,5,0.003,0.0831191088260497,20.946015424164525
4668,0.10189934034182187,0.1330009916404271,0.7661547412917818,-0.4153262963994576,0.050783861751900035,1.6779391028448523,0.4184483591233641,G_md,A_G_up,5,5,0.005,0.0831191088260497,20.946015424164525
4668,0.07048031720557506,0.1335533102734164,0.5277317129862565,-0.44709431002063516,0.019313823131409995,0.6226824637380365,0.41886598889540927,G_md,A_G_up,5,5,0.008,0.0831191088260497,20.946015424164525
4668,0.049534301781410536,0.13409943355946025,0.36938486961950384,-0.4677566073964653,-0.0016662026155833923,-0.052837278556417705,0.41914440874343933,G_md,A_G_up,5,5,0.01,0.0831191088260497,20.946015424164525
4663,0.16498410435269267,0.13850484254612147,1.1911793213854869,-0.3757426445469816,0.11006267011016845,3.508804855509961,0.4502556250478179,G_md,A_G_up,5,10,0.0,0.043534205447137035,10.970619772678534
4663,0.14852817469367488,0.1385114049366161,1.0723172922954796,-0.3978792398422373,0.09356238156188304,2.9377715888843383,0.45061928706227705,G_md,A_G_up,5,10,0.003,0.043534205447137035,10.970619772678534
4663,0.13755755492099633,0.13861045922533335,0.9924038610778618,-0.4129911404991252,0.08256218919635938,2.565638397177811,0.45086172840524963,G_md,A_G_up,5,10,0.005,0.043534205447137035,10.970619772678534
