stock_id,name,sub_code,n_full,beta_lag,t_lag,alpha_ann_full,beta_contemp,t_contemp,beta_lag_5y,t_lag_5y,ann_vol
6667,信紘科,D400,1809,0.08595472349028681,1.0936213005651734,0.400115878847769,0.7904791774592242,18.17726394834545,0.0983588913131369,1.0861693805966959,0.4620186695219207
8027,鈦昇,D400,2654,0.0724133661776719,1.0090179692798442,0.2612466405758476,0.8354014290186365,23.17546679963078,0.12302745960812839,1.3998391300338173,0.46944685634983635
5493,三聯,D400,4645,0.03948374557036448,1.0066049227612535,0.18363367579128936,0.4463818391437298,17.369770734895894,0.036145651969461845,0.5391520935370353,0.33958684236288306
1727,中華化,D500,4671,0.05570446075324819,1.001549483761107,0.2080399674509447,0.5916804462610549,20.395638944032573,0.04933289841712757,0.44834511662488324,0.4076051482717034
1742,台蠟,D500,4641,0.034909203708430696,0.999347473998358,0.027939813078327692,0.32520412433295726,14.35091555229316,0.059701509347888676,1.0020283712377596,0.36969563460018123
6613,朋億*,D400,2015,0.0365721037499617,0.8125649535433812,0.20728476078772112,0.42757344638039324,11.199478031668397,0.023099657299068953,0.4287141652141642,0.2804312885279008
6877,鏵友益,D400,693,0.1312156062720174,0.7720411987589465,0.6720478526183751,0.6158070294953154,4.922858689385461,0.1312156062720174,0.7720411987589465,0.5261291764989514
3455,由田,D400,4496,0.03655774862255613,0.6706429815021292,0.20956927921820293,0.6936690383616011,24.078168864693577,0.05793063572815056,0.7357427902577625,0.4371231222328846
6788,華景電,D400,1109,0.06024674801426765,0.46835981602979115,0.3582487055642048,0.9868252325958861,25.228555879555447,0.06024674801426765,0.46835981602979115,0.5214742799152959
6683,雍智科技,D400,1706,0.022194738639905176,0.22571479213894471,0.5709828825631637,0.9838204332735907,24.81650255467635,0.018894106718591257,0.18475001028303475,0.5409942896781125
4722,國精化,D500,4673,0.006290673423683857,0.17632369469565573,0.22659800935787924,0.39614272960188845,15.752771372242847,0.015474007337348404,0.22056103010957584,0.3371775409936294
3663,鑫科,D500,3277,0.008891470806659241,0.13506066471380385,0.17287318908568963,0.647715156989061,17.508700902468078,0.04465538704123571,0.4865546281169798,0.42991723348421723
4768,晶呈科技,D500,981,0.0046803435280284335,0.033172045675515315,0.5270312835612014,0.8200586494971764,12.842865814866913,0.0046803435280284335,0.033172045675515315,0.5622669799042285
3583,辛耘,D400,3207,-5.412011119253473e-05,-0.0007591458437113769,0.3012899233775153,0.8133022402910274,25.215532800191387,0.007975854041832185,0.08311496049921042,0.4282929871244569
6823,濾能,D400,913,-0.056771195097296674,-0.48161330513649325,0.142202404837066,0.5008027821005646,7.49842058062973,-0.056771195097296674,-0.48161330513649325,0.4686837271654961
6895,宏碩系統,D400,649,-0.1661419227569488,-0.9615451729204072,0.23814254226689505,0.7910493910491095,9.401157302328704,-0.1661419227569488,-0.9615451729204072,0.5910234567336016
