date,rank,stock_id,score,yoy,status
2015-02-26,-1,3680,0.3692525608057548,-13.32,rejected_yoy_neg
2015-02-26,-1,5536,0.13959219916988497,-13.35,rejected_yoy_neg
2015-02-26,-1,2467,0.11127951778888064,-16.57,rejected_yoy_neg
2015-02-26,-1,8091,0.07288093206191541,-2.9,rejected_yoy_neg
2015-03-31,1,6207,0.15852528247528874,23.36,selected
2015-03-31,2,3535,0.047913203896574934,9.06,selected
2015-03-31,3,8091,0.04520052661824751,105.63,selected
2015-03-31,4,3114,0.03071231052834392,19.41,selected
2015-03-31,5,6223,0.004626199272007927,23.94,selected
2015-03-31,-1,3680,0.38614997853811095,-9.8,rejected_yoy_neg
2015-03-31,-1,5536,0.15487439797557948,-14.27,rejected_yoy_neg
2015-03-31,-1,2467,0.1204956622146658,-51.38,rejected_yoy_neg
2015-03-31,-1,2360,0.0510272436994133,-19.45,rejected_yoy_neg
2015-03-31,-1,1711,0.04677902942103498,-5.35,rejected_yoy_neg
2015-03-31,-1,3010,0.029614345330142282,-4.11,rejected_yoy_neg
2015-03-31,-1,4722,0.013423279935262575,-21.14,rejected_yoy_neg
2015-04-30,1,3680,0.39756060979530966,4.24,selected
2015-04-30,2,6207,0.16203103551992487,0.74,selected
2015-04-30,3,5536,0.15827733245994385,24.71,selected
2015-04-30,4,3535,0.04028729678057444,232.72,selected
2015-04-30,5,3010,0.033927015053598464,6.38,selected
2015-04-30,6,8374,0.022088347546214922,20.05,selected
2015-04-30,7,3114,0.016143353641606552,22.44,selected
2015-04-30,8,1711,0.014129977154643411,12.55,selected
2015-04-30,9,8091,0.00505085854985049,73.31,selected
2015-04-30,-1,2467,0.12106538707969028,-16.46,rejected_yoy_neg
2015-04-30,-1,2360,0.11400640893992925,-1.71,rejected_yoy_neg
2015-05-29,1,5536,0.17965826923842196,7.79,selected
2015-05-29,2,6207,0.16923137249731363,74.58,selected
2015-05-29,3,3535,0.05392752152935905,93.0,selected
2015-05-29,4,8091,0.024346006962855552,18.71,selected
2015-05-29,-1,3680,0.363171532473959,-2.76,rejected_yoy_neg
2015-05-29,-1,2360,0.1330048677485617,-7.43,rejected_yoy_neg
2015-05-29,-1,2467,0.1245781074611925,-4.36,rejected_yoy_neg
2015-05-29,-1,3010,0.04102460575292811,-9.13,rejected_yoy_neg
2015-05-29,-1,1711,0.02478243060888938,-5.44,rejected_yoy_neg
2015-06-30,1,3680,0.36720985288084207,5.45,selected
2015-06-30,2,6207,0.17875367346289414,8.62,selected
2015-06-30,3,2360,0.16734379806542113,38.16,selected
2015-06-30,4,8091,0.0609490270836517,76.63,selected
2015-06-30,-1,5536,0.16743194729201263,-6.29,rejected_yoy_neg
2015-06-30,-1,2467,0.12563968190339683,-29.35,rejected_yoy_neg
2015-06-30,-1,3535,0.059475601043325506,-80.31,rejected_yoy_neg
2015-06-30,-1,3010,0.04891329647660224,-9.03,rejected_yoy_neg
2015-06-30,-1,1711,0.04555122413311476,-25.33,rejected_yoy_neg
2015-07-31,1,3680,0.40715312803042897,8.9,selected
2015-07-31,2,6207,0.16269965152155377,14.79,selected
2015-07-31,3,2467,0.12223657087205254,17.53,selected
2015-07-31,4,8091,0.08009072382198423,117.84,selected
2015-07-31,-1,2360,0.1841443181460742,-18.59,rejected_yoy_neg
2015-07-31,-1,5536,0.17269587494268446,-2.1,rejected_yoy_neg
2015-07-31,-1,3010,0.062313864740476024,-2.88,rejected_yoy_neg
2015-07-31,-1,3535,0.06222200912047682,-6.46,rejected_yoy_neg
2015-07-31,-1,1711,0.04498206994562282,-8.89,rejected_yoy_neg
2015-08-31,1,6207,0.16656697419768937,25.85,selected
2015-08-31,2,2467,0.10740297499936402,5.13,selected
2015-08-31,3,3010,0.0786093533837067,1.69,selected
